content,score
"Uinya seger bagus, tpi masalah utamanya adalah ketika sudah terdaftar tetapi tidak bisa login lagi, Selalu nyangkut sesi login anda berakhir silahkan ulang, Sudah hapus aplikasi instal lagi tetap nyangkut disitu, tolong pengembang aplikasinya agar diperhatikan bug ini. Terima kasih",1
"sangat nyaman di gunakan.... tanpa ribet tidak ada kendala selama ini, cuma 1 aja tolong kalo ada dana yang masuk atau keluar agar ada pemberitahuan melalui SMS seperti m banking gtu",5
"masih sama kayak mbankingnya, OTP gak masuk ke no 3, gak tau ke no lain. Padahal ngarepnya sistem OTP bisa lebih baik di app ini biar bisa tarik tunai tanpa kartu.",3
opsional aplikasinya sangat membantu cuman ada beberapa part membuat sulit ya maksudnya tuh ribet gitu loh. harus masuk masuk berbagai halaman,5
Aplikasi berhasil daftar tapi belum bisa digunakan untuk transaksi pembayaran kartu kredit dengan keterangan tiap kali transaksi gagal dikarenakan tidak ada kartu yang aktif padahal kartu belum expired.Mohon bantuannya,5
Password udah pas saya masukin seperti biasanya tapi anehnya pas hari ini saya mau login lagi keterangannya password salah? aneh pdhal password itu yg saya pakai setiap login,3
"masih kurang nih BNI wonder, masih lemot pergerakan nya nggak satset, tolong perbaiki lagi min. terus bikin bingung org🤦‍♂️. di optimalkan lagi biar kayak mbangking BNI biasa",3
"transaksi saya gagal,tapi saldo rekening saya berkurang,tolong kembalikan uang saya.saya selama pakai BNI MOBILE BANKING kalo gagal saldo gak hilang,ini pakai wonder by bni transaksi gagal tapi saldo saya hilang.tolong email saya di balas",1
"Apaan sih saldo 117rb sudah tdk bisa tf 100rb . klo mobile banking BNI masih bisa , ini aplikasi wonder kurang memuaskan , perbulannya juga ada potongan . tidak tau potongan apa itu .",1
aplikasi sering tidak bisa di buka..berhenti di logo.. tampilan awal..sangat menggangu saat..mendesak di perlukan...mohon di benahi..demi kelancaran terimakasih,4
Aplikasinya sangat bagus banyak fitur yg dapat membantu kita dalam bertransaksi secara digital dengan mudah dan aman serta cepat jadi dapat di gunakan di manapun dan kapan pun sehingga transaksi apa saja bisa di lakukan hanya dengan satu genggaman,5
"Pagi kak, tolong di perbaiki untuk menu fitur investasi reksadana dan obligasi. Karena untuk masuk ke menu investasi loading sangat lama dan kadang malah keluar sendiri. Buat lah lebih ringan dan fast respon, agar kami lebih yakin untuk naruh uang di reksadana/ obligasi.",5
"Udah seribu kali verifikasi wajah gak juga berhasil. Kenapa dipersulit sih?!! Kan saya bukan nyolong!! Tolong perbaiki gimana caranya. Terimakasih. sudah coba lagi dan lagi,semua sudah ikut aturan. hampir satu harian saya ulangi terus hasilnya zonk!!",1
"Aplikas8 wondr mempermudah sya dalam bertransaksi. apalagi di masa mendesak, bisa dilakukan dimana saja. Untuk pembelian pulsa paket agar lebih banyak pilihan paketnya.",5
nomor tujuan transfer atau e wallet kok tdk otomatis tersimpan yaa.. dan pengisian shopeepay jg dibatasi maksimal 1jt sehari..tidak seperti aplikasi yg lama..lebih enak yg lama aplikasinya,3
"aplikasi sudah lengkap dan bagus, tetapi ada satu kendala pada mobile tunai yg tidak mengirimkan kode otp nya, sehingga tidak bisa ambil tanpa kartu, saran untuk di perbaiki kendala tersebut, selebihnya bagus",5
"Setelah perawatan maintenance, kok ga ada notifikasi lg ya, klo ada transaksi atau uang masuk... krn seblm ada perawatan, notifnya slalu ada. Apakah cuma sy aja yg merasakan hal itu ? Wondr aplikasi yg bagus !!!!!",5
"Dari payrol mandiri makai livin yg sangat nyaman dan fleksibel berubah ke payrol BNI, eh disuruh install aplikasi ini. Jgn kan mau tf, cek saldo dll, buka aplikasinya aja bisa udah syukut banget. Stag digambar aplikasinya mulu. Gak masuk2 ke menu login.",1
"Halo Admin. Untuk aplikasi wonder saya sudah terdaftar, namun terhapus aplikasinya pada saat instal HP. Kemudian saya coba dowloand kembali, namun di minta regustrasi ulang. Sudah saya coba berkali-kali, namun selalu terakhir nya ada pesan "" Ada kendala, coba lagi nanti "" Mohon solusinya min🙏🙏 Terimakasih.",1
Kenapa ya Aplikasi wondr...selalu banyak drama...😥😥Verifikasi wajah seminggu gak beres beres..selalu di ulang gagal di ulang lagi....SedangkN kami sedang darurat 😥😭Tolong di perbaiki di permudah...🙏🙏,3
"saya verivikasi wajah tetapi tidak bisa lanjut tertera tulisan""hari ini ada sudah terlalu banyak verifikasi wajah coba lagi besok"" padahal saya baru sekali itu verifikasi wajah.Udah 3 hari nyoba kaya gitu trs",2
"saya pernah daftar wonder bni tapi saya hapus, saya coba download lagi verifikasi dari awal sehabis verifikasi foto wajah selesai ada keterangan perlu verifikasi tambahan, coba lagi seperti itu lagi..sudah coba ke cs dan sudah di riset ulang tapi keterangan tetap sama...kecewa juga sebenarnya sama aplikasi ini",2
makin update ko ga bisa di akses susah masuk sinyal bagus padahal kecewa tolong dong aplikasi nya ini perbaiki sampe gua hapus download ulang tetep ga bisa log in stuck wondr gitu doang aneh,1
"mohon bantuannya, saya setelah update wondr jadi tidak bisa di buka apknya dan ngebug udaj 2 hari sebelumnya tidak ada masalah tpi semenjak pindah ke wondr jadi seperti ini, mohon perhatiannya",3
"aplikasi tidak dapat diakses apabila menggunakan data seluler dan dapat diakses hanya menggunakan wifi, tentunya hal ini sangat menghambat saya ketika ingin melakukan transaksi dengan metode qris, semoga bapak/ibu segera merespon hal ini terima kasih",1
"Terimakasih aplikasinya bagus,namun saya baru kehilangan saldo saya pemberitahuan tarik tunai yg tulisannya diRS sama ATM terdekat sini tgl 14 dan 15 adakah oknum yang berpihak dibank ini, padahal saya tidak pernah melakukan transaksi apapun waktu itu, tolong yang lebih ya untuk keamanannya🙏",5
Pelayanan nya lambat 3 kali saya bolak balik mw buat buku nya aj antri hampir 3 ujung ujung nya jam istirahat hari ini yg ke 3 kali nya sangat mengecewa kan khusus nya di bni loa janan tolong di tambang costumer service nya biar kt antri ga lama baru ini buat rek bni pelayanan nya sangat lambat,1
"Beberapa kali error saat digunakan. ketika mau masuk aplikasi, malah muncul bug dimana pengguna seperti diminta untuk login kembali dengan menyetujui syarat dan ketentuan. dan ketika melanjutkan malah muncul peringatan ""sesi kamu sudah berakhir"" Dan berakhir dengan aplikasi kembali ke halaman syarat dan ketentuan. karna menurut saya aplikasi ini cukup bagus dalam tracking transaksi . Saya minta untuk segera fix error loop ini agar saya tidak perlu bolak balik aplikasi wondr dan BNI m-banking",3
"Parah sih wondr setelah update sekarang, loading lama saat menggunakan paket data. keluhannya tolong ditanggapi lebih serius lagi lah BNI. terpaksa kembali menggunakan ke BNI mobile yang lama. !!! Jawaban anda, tidak membantu sama sekali.",2
"ya Allah ribetnya mau login..terpaksa uninstall, diinstal lagi terus daftar..susah kali mau verifikasi kameranya, logout LG, masuk LG ya ampun susahnya, gak terbuka..gimana niiii??? sampai sekarang gak bisa kebuka..😭",4
Mau bayar untuk daftar UTBK SNBT 2025 via wondr ini hasil nya ZONK ?? 'transaksi anda tidak berhasil' padahal sudah Saya input semua dengan benar dan selalu gagal ?? memang harus banyak sabar kalau berurusan dengan perusahaan milik negara ini !!,1
sebelum nya pernah ganti hp trs wondr tetep aman & lancar. tp pas skrng ganti hp lg wondr jadi susah masuk & gagal terus. sampe ke kantor cab. jawaban nya trs di coba. sampe dah brp hr di coba msh trs gagal. solusi nya?,3
transaksi apapun sangat mudah dan cepat.tp satu masukan dari saya.kalo buka aplikasi wondr nya jgn keluar masuk.kadang udah di klik aplikasinya keluar lagi.terimakasih,5
"Aplikasi jelek topup ewallet dana saja limitnya hanya 1 jt, belum lagi kalo malam dari jam 12 sampai jam 2 ga bisa bertransaksi, sumpah kalo bukan insentif payroll BNI malas bgt gw download!!",1
"Transaksi sering gagal di jam 23 sampai jm 2 malam, Hati hati juga yg transaksi pake qris sering gagal juga tapi saldo hilang, passaya hubungi cs by email harus nunggu 20 hari, terlalulama menurut saya, semogakedepanya lebih baik lagi, masih enak pake octo mobile dari CIMB niaga di banding wondr",1
"1 bintang dlu karna untuk akses loginnya masih kurang Optimal bnyk yg mengeluhkan klo login Wonder Ribet musti verifikasi lagi, bagi yg mengerti mungkin enak"" aja tapi bagi mereka yang ga paham kenapa bgtu, itu sangat menyulitkan!",1
"tlong di perbaiki lagi masalah mau login pakek biometrix/sidik jarinya min, sudh di atur biometrix nya kadang bisa kadang udah hilang sendiri biometrix nya harus pakek pasword lagi, itupun kalau mau hidupin biometrix nya hrus ngerestart bikin baru lagi, dan aneh nya lagi kalau tidak menghidupkan pakai pendeteksi wajah gak bisa biometrix nya.. tlong di perbaiki min. mkasih",1
"ini kenapa yaa koq mau buka apk nya gabisa""? apakah ada kendala dari server atau gimana? soalnya saat buka aplikasinya hanya cover depannya saja yg muncul, loading lama sekali",4
tidak ada saldo akhir dalam setiap transaksi... mohon di perbarui kembali. bagus yang BNI mobile lama. soalnya lebih detail dan terperinci dalam bertransaksi,5
selalu gagal pas verifikasi wajah... pas masuk pun selalu lama di proses login nya... apakah kualitas buatan kebanggaan Indonesia seperti ini yah.. ga seperti yang tetangga sebelah,1
bermasalah saat mau login..sdb verifikasi ktp..masak dibilang umur dibawah 17 thn.. dan megisi data sampai yang terakhir harus mengisi data wali.. padahal kan saya sdh berkeluarga.. sdh selesai semua eeh malah gagal.. suruh ulang dari awal.. padahala sdh ngisi datanya dicoba 2 hari,2
Sdh sangat baik karena sdh ada pilihan verifikasi whatsapp jika pelanggan perlu menyetel ulang password dan pin. Sepenuhnya fitur BNI Mobile Banking dipindahkan ke wondr biar semua pelanggan full pakai WONDR.,5
"kalo pas buru buru dan urgent mau pake aplikasi nya, pas tangannya basah susah buat log in pake biometri. harusnya juga menyediakan fitur sandi apabila biometri tidak bisa digunakan karena tangan basah dan kendala lain. Maaf rating 2 dulu",2
"mohon maaf, mengapa ketika saya ingin membayar selalu muncul transaksi belum berhasil, mohon maaf saya harap bantuan nya untuk di perbaiki, saya ingin membayar UTBK -SNPMB, namun tetap tidak bisa.. proses gagal terus",3
kenapa tidak bisa verifikasi sendiri untuk membuka pasword dan harus ke bank atau kantor cabang terdekat. tempat tinggal saya jauh dari kota. dan untuk biometrik/sidik jari juga sampai sekarang tidak bisa diaktifkan. yg seperti bikin jadi malas Makai aplikasi ini!!!!!!!,1
Tolong diperbaiki dong. Bolak balik sangkut di flash screen. 2 menit kemudian baru terbuka. Masih lebih kencang BNI mobile daripada ni apps. Sorry saya uninstall dan balik ke BNI lama.,2
Aplikasi sangat simple dan mudah digunakan selama ini. Semoga kedepannya ditambahkan menu-menu lagi yg bermanfaat dan dibutuhkan oleh nasahah sesuai perkembangan dunia perbankan.,5
Menyesal pakai uplikasi ini sering tidak bisa di gunakan selalu nutup sendiri setiap bulan dengan kata nonaktifkan fasilitas aksesibilitas padahal hp ku tidak ada pakai fitur tersebut,1
"Hallo jujur sebenarnya saya tidak ingin mencairkan simponi saya karena prosesnya selalu lama dan jika ada kekurangan berkas atau kendala tidak ada info dari kantor cabang by phone atau apalah kan waktu penyerahan berkas terncantum semua data saya termasuk no HP, sudah 18 Hari belum ada info apakah data yg saya ajukan blm di proses dari pihak simponi atau ada data yg salah input dari pihak cs BNI atau bagaimana ya bpk ibu mohon penjelasannya terimakasih",1
udah bagus pakai M BANGKING lengkap tiba tiba diarahkan untuk install wonder bni tapi viturnya malah makin tidak lengkap yang lain upgrade menuju lebih baik lah ini BNI Mala menurun mbangking bisa tarik tunai non kartu ini Mala Ndak bisa,1
saya kasih bintang satu kenapa?sudah 2 hari ini saya tidak bisa login ke aplikasi ini hanya mentok pada logo wonder padahal jaringan bagus dan divece juga mendukung masa masuk saja susah tolong wonder ini perbaiki lagi dong masalah seperti ini saya mending pake BNI mobile banking dari pada wonder nyusahin,1
"aplikasi sangat bagus cuma untuk fitur transaksi Tanpa kartu Masih belum ada, untuk mempermudah transaksi kode otp jangan pake pulsa 👌🙏",5
"assalamualaikum kenapa saldo saya tidak bisa mengirim tapi bacanya berhasil , saldo juga kurang gimana nih tanggapan wonder katanya aman kok gitu setiap mengirim biasa masuk biasa tidak mohon bantuannya 🙏🏼",2
"saat masuk aplikasi loading nya begitu lama, kemudian menu di dalam juga agak lag-lag gitu. Mohon diperbaiki.",5
"Gangguan mulu kenpa sih ,bagusan aplikasi lama Ini saya dari kemarin kaga terbuka terus aplikasi nya gimana sihhhh kaga gerak cepat hrs nya cepet kalau misalkan ada kendala Benerin jagan tidur orang mau pake kaga bisa bisa ,",1
Bobrok nya aplikasi kalo udah jam 11:30 ajah offline sampe pagi udah ga bisa tf padahal kerja pulang malm harus di setor tengah malam tolong dong orang make aplikasi anda ituh mau simpel bukan mau riebet kasih bintang 1,1
"pelayanan kalau malam jelek bgt, tiap mau transaksi malam pasti berkendala terus, kadang gagal, kadang saldo udah kepotong tapi gak masuk ke tujuan, kadang pending lama bgt",1
"astaga, mau login di perangkat baru, Vermuk sudah bnr, dan dipastikan ybs, tp knp gagal mulu, finalsial gue terhenti gara2 kau, susah login, ya ampunnnnn sdh bbrpa hari, dicoba berkala Login.. msh susah, 😭😭😭",1
"Makin baru bukan makin bagus , makin jelk iya , sering banget gangguan , saldo ada tpi ga bisa transaksi , makin lama makin jelek aja , ga guna",1
"aplikasi sudah lumayan bagus tapi ada satu yg bagi saya kurang, kenapa setiap sehabis transaksi tudak ada notif masuk ke @gmail,mohon di perbaiki",4
"aplikasi sampah, setiap kali transaksi lewat qiris suka gagal, tpi saldo tetap kemakan. giliran di suruh balikin uangnya di suruh nunggu 20 hari. yg baca komen gua, tolong jangan pake aplikasi ini, atau sekalian jangan bapak BANK BNI, bukanya memperemudah, malah di ribetin",1
min aplikasinya ko ngk bisa login yh... saya udh terdaftar di aplikasi ini .. trus pas sy buka aplikasinya tadi malah ngisi data ulang ... tolong solusinya 🙏,2
"Banyak PRnya aplikasi ini saya sudah pakai 6 bukan lebih, banyak pr apalagi untuk info masuk uang atau keluar coba dirinci seperti BNI mobile banking, ini harus di klik dulu baru terlihat, all lain masih banyak pr, coba pengembangannya saya mengadu kesiapa kami nasabah, mau ga mau suka ga suka ditelan, ada error ga mau, perbaiki, kapan. Saya nasabah lama 2003 sudah pakai BNI, kurang loyal saya, maaf tolong di perbaiki semua bug masalah dan lebih mendengarkan, kami kebutuhan nasabah, kami mohon",1
"Kamu belum bisa registrasi Wondr. Setelah hp direset ulang atau di instal ulang, kendalanya seperti ini. Padahal sebelumnya saya sudah menggunakannya, kini seperti daftar ulang. Kantor cabang terdekat di tempat saya sejauh lebih 20KM. Mau isi listrik via BNI mobile gak bisa, malah disuruh pakai Wondr. Tolong min, apk nya di update, tidak ada tombol Login.",3
"Ya namanya aplikasi baru, dan masih dalam pengembangan memang ada plus minus nya. Untuk cara pengaktifan dan cara transaksi lebih gampang dan lebih detail. misanya tuk reset pun ATM yg lupa, eh bisa di aplikasi wondr nya dong, dan segala aset2 yg ada Pampang nyata di wondr, misalnya ada nya produk asuransi BNI life langsung tertera di wondr. lebih menarik dan lebih milenial dan gampang di 1 aplikasi saja.",5
"Error, bug. Setiap masuk app selalu Syarat dan ketentuan, meskipun sudah di ceklis malah sesi telah berakhir. Dicoba masuk kembali tetap sama,jd tdk bisa masuk menu. Lebih mending mbanking yg lama",2
"sejauh ini aplikasi nya lancar jaya, suka sama tampilan wondr namun sayang aplikasi ini sangat berat d hp android saya, jd terkadang suka lemot.",5
"Tampilan aplikasi nya bagus dan mudah digunakan buat saya yg jarang pakai cash. Klo mau jajan atau belanja tinggal pakai qris. Buat transfer2 uang bulanan, beli pulsa/kuota, bayar tagihan, belanja e-commerce jd lebih gampang tanpa harus keluar rumah.",5
"verifikasi wajah gagal terus, sampai harus besok lagi , nanti kalau besok lagi tidak bisa, coba besok lagi, kalau tidak bisa , tidak ada alternatif lain untuk buat rekening . kasian kalau orang tua yang gaptek dan juga tidak dapat nasabah kan",2
